y,title,director,dist,date,country,genre,grade,type2,type3,time,main1,main2,main3,b_screen,b_play,b_count
3130046,캐리비안의 해적: 낯선 조류,롭 마샬,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-05-19,미국,액션,12세이상관람가,상업영화,일반영화,137분 0초,이안 맥쉐인,페넬로페 크루즈,조니 뎁,9,12,2670
3125069,퀵,조범구,씨제이이앤엠(주),2011-07-20,한국,코미디,15세이상관람가,상업영화,일반영화,115분 0초,고창석,강예원,이민기(기수),179,625,60106
3119023,감기,김성수,아이러브시네마,2013-08-14,한국,드라마,15세이상관람가,상업영화,일반영화,121분 23초,장혁(지구),수애(인혜),박민하(미르),325,1067,126800
3100113,나우 유 씨 미 2,존 추,롯데쇼핑㈜롯데엔터테인먼트,2016-07-13,미국,범죄,12세이상관람가,상업영화,일반영화,129분 2초,제시 아이젠버그,마크 러팔로,우디 해럴슨,653,3431,303125
3049894,캐리비안의 해적: 죽은 자는 말이 없다,"요아킴 뢰닝,에스펜 샌버그",월트디즈니컴퍼니코리아 유한책임회사,2017-05-24,미국,액션,12세이상관람가,상업영화,일반영화,128분 56초,조니 뎁,카야 스코델라리오,올랜도 블룸,4,5,1859
3044134,스물,이병헌,(주)넥스트엔터테인먼트월드(NEW),2015-03-25,한국,코미디,15세이상관람가,상업영화,일반영화,115분 26초,김우빈,이준호,강하늘,58,167,18501
3039889,토르: 다크 월드,앨런 테일러,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-10-30,미국,액션,12세이상관람가,상업영화,일반영화,111분 53초,크리스 헴스워스(토르),톰 히들스턴(로키),나탈리 포트만(제인 포스터),1,2,652
3004647,레드: 더 레전드,딘 패리소트,롯데쇼핑㈜롯데엔터테인먼트,2013-07-18,미국,액션,15세이상관람가,상업영화,일반영화,115분 46초,브루스 윌리스(프랭크 모세),존 말코비치(마빈 보그스),메리-루이스 파커(사라 로즈),3,6,1337
3001530,오싹한 연애,황인호,씨제이이앤엠(주),2011-12-01,한국,공포(호러),12세이상관람가,상업영화,일반영화,114분 0초,손예진(강여리),이민기(마조구),신동훈(구급대원),29,61,7826
3000056,드래곤 길들이기 2,딘 데블로이스,씨제이이앤엠(주),2014-07-23,미국,애니메이션,전체관람가,상업영화,일반영화,101분 47초,제이 바루첼,제라드 버틀러,케이트 블란쳇,16,28,4029
2982022,형,권수경,씨제이이앤엠(주),2016-11-23,한국,코미디,12세이상관람가,상업영화,일반영화,109분 57초,조정석,도경수,박신혜,46,99,20515
2971475,친구 2,곽경택,롯데쇼핑㈜롯데엔터테인먼트,2013-11-14,한국,액션,청소년관람불가,상업영화,일반영화,123분 39초,유오성,주진모,김우빈,11,43,8124
2963449,26년,조근현,"(주)인벤트스톤,영화사청어람(주)",2012-11-29,한국,액션,15세이상관람가,상업영화,일반영화,135분 0초,진구(곽진배),한혜진(심미진),임슬옹(권정혁),30,108,25561
2945137,고지전,장훈,(주)쇼박스,2011-07-20,한국,드라마,15세이상관람가,상업영화,일반영화,133분 0초,신하균(강은표),고수(김수혁),이제훈(신일영),182,616,73808
2938818,엑스맨: 아포칼립스,브라이언 싱어,이십세기폭스코리아(주),2016-05-25,미국,액션,12세이상관람가,상업영화,일반영화,145분 20초,제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스,7,21,4457
2931897,프리즌,나현,(주)쇼박스,2017-03-23,한국,범죄,청소년관람불가,상업영화,일반영화,124분 49초,한석규(정익호),김래원(송유건),정웅인(강소장),871,2563,108154
2860786,극비수사,곽경택,(주)쇼박스,2015-06-18,한국,드라마,15세이상관람가,상업영화,일반영화,107분 10초,김윤석(공길용),유해진(김중산),송영창(은주 아버지),18,37,6663
2841788,표적,창,씨제이이앤엠(주),2014-04-30,한국,액션,15세이상관람가,상업영화,일반영화,98분 5초,류승룡(여훈 ),유준상(송반장 ),이진욱(태준 ),18,34,7010
2839921,앤트맨,페이튼 리드,월트디즈니컴퍼니코리아(주),2015-09-03,미국,액션,12세이상관람가,상업영화,일반영화,116분 56초,폴 러드,마이클 더글라스,에반젤린 릴리,3,5,1778
2836774,호빗: 다섯 군대 전투,피터 잭슨,워너브러더스 코리아(주),2014-12-17,미국,어드벤처,12세이상관람가,상업영화,일반영화,144분 17초,마틴 프리먼,이안 맥켈런,리차드 아미티지,8,11,2295
2818993,호빗: 뜻밖의 여정,피터 잭슨,워너브러더스 코리아(주),2012-12-13,미국,어드벤처,12세이상관람가,상업영화,일반영화,169분 0초,마틴 프리먼(빌보 배긴스),이안 맥켈런(간달프),리차드 아미티지,2,4,1060
2812427,메이즈 러너,웨스 볼,이십세기폭스코리아(주),2014-09-18,미국,액션,12세이상관람가,상업영화,일반영화,113분 18초,딜런 오브라이언,카야 스코델라리오,윌 폴터,7,24,5216
2801949,빅 히어로,"돈 홀,크리스 윌리암스",월트디즈니컴퍼니코리아(주),2015-01-21,미국,애니메이션,전체관람가,상업영화,일반영화,107분 54초,라이언 포터,스콧 애짓,다니엘 헤니,25,191,9606
2792705,덩케르크,크리스토퍼 놀란,워너브러더스 코리아(주),2017-07-20,미국,액션,12세이상관람가,상업영화,일반영화,106분 27초,톰 하디,마크 라이런스,케네스 브래너,20,39,6021
2773794,혹성탈출: 진화의 시작,루퍼트 와이어트,이십세기폭스코리아(주),2011-08-17,미국,액션,12세이상관람가,상업영화,일반영화,106분 0초,브라이언 콕스,제임스 프랭코(윌 로드만 ),프리다 핀토(캐롤라인),251,1073,120984
2744413,메이즈 러너: 스코치 트라이얼,웨스 볼,이십세기폭스코리아(주),2015-09-16,미국,액션,12세이상관람가,상업영화,일반영화,131분 35초,딜런 오브라이언,토마스 생스터,카야 스코델라리오,17,44,8833
2735719,가디언즈 오브 갤럭시 VOL. 2,제임스 건,월트디즈니컴퍼니코리아 유한책임회사,2017-05-03,미국,액션,12세이상관람가,상업영화,일반영화,135분 34초,크리스 프랫,조 샐다나,데이브 바티스타,1033,2568,148489
2721903,내가 살인범이다,정병길,(주)쇼박스,2012-11-08,한국,액션,청소년관람불가,상업영화,일반영화,119분 0초,정재영(최형구),박시후(이두석),최원영,214,688,62074
2718227,나우 유 씨 미 : 마술사기단,루이스 리테리어,롯데쇼핑㈜롯데엔터테인먼트,2013-08-22,미국,범죄,12세이상관람가,상업영화,일반영화,115분 12초,제시 아이젠버그(마이클 아틀라스),마크 러팔로(딜런 홉스),우디 해럴슨(메리트 오스본),7,22,4736
2718158,미스 페레그린과 이상한 아이들의 집,팀 버튼,이십세기폭스코리아(주),2016-09-28,미국,미스터리,12세이상관람가,상업영화,일반영화,126분 43초,에바 그린,사무엘 L. 잭슨,아사 버터필드,5,17,3209
2675618,곤지암,정범식,(주)쇼박스,2018-03-28,한국,공포(호러),15세이상관람가,상업영화,일반영화,94분 11초,위하준,박지현,오아연,153,623,68083
2672608,탐정: 리턴즈,이언희,씨제이이앤엠(주),2018-06-13,한국,코미디,15세이상관람가,상업영화,일반영화,116분 18초,권상우(강대만),성동일(노태수),이광수,25,94,15947
2663170,소원,이준익,롯데쇼핑㈜롯데엔터테인먼트,2013-10-02,한국,드라마,12세이상관람가,상업영화,일반영화,122분 30초,설경구(임동훈),엄지원(김미희),이레(소원),78,239,48186
2656694,살인자의 기억법,원신연,(주)쇼박스,2017-09-06,한국,범죄,15세이상관람가,상업영화,일반영화,118분 0초,설경구(병수),김남길(태주),설현(은희),7,17,4720
2654817,브레이킹 던 part2,빌 콘돈,(주)넥스트엔터테인먼트월드(NEW),2012-11-15,미국,드라마,15세이상관람가,상업영화,일반영화,115분 0초,크리스틴 스튜어트,로버트 패틴슨,테일러 로트너,4,7,1751
2625686,탐정 : 더 비기닝,김정훈,씨제이이앤엠(주),2015-09-24,한국,코미디,15세이상관람가,상업영화,일반영화,119분 58초,권상우,성동일,박해준,49,200,24775
2625572,미니언즈,"피에르 꼬팽,카일 발다",유니버설픽쳐스인터내셔널 코리아(유),2015-07-29,미국,애니메이션,전체관람가,상업영화,일반영화,90분 55초,산드라 블록,존 햄,마이클 키튼,6,13,2053
2621436,후궁 : 제왕의 첩,김대승,롯데쇼핑㈜롯데엔터테인먼트,2012-06-06,한국,사극,청소년관람불가,상업영화,일반영화,122분 0초,조여정(화연),김동욱(성원대군),김민준(권유),407,1179,87465
2614601,트랜스포머: 최후의 기사,마이클 베이,롯데쇼핑㈜롯데엔터테인먼트,2017-06-21,미국,액션,12세이상관람가,상업영화,일반영화,150분 33초,마크 월버그,안소니 홉킨스,로라 하드독,4,5,1839
2611966,제이슨 본,폴 그린그래스,유니버설픽쳐스인터내셔널 코리아(유),2016-07-27,미국,액션,15세이상관람가,상업영화,일반영화,123분 10초,맷 데이먼,줄리아 스타일즈,토미 리 존스,1,2,555
2601734,도리를 찾아서,앤드류 스탠튼,월트디즈니컴퍼니코리아(주),2016-07-06,미국,애니메이션,전체관람가,상업영화,일반영화,102분 57초,엘렌 드제너스,알버트 브룩스,다이안 키튼,7,8,2654
2601572,지금 만나러 갑니다,이장훈,롯데쇼핑㈜롯데엔터테인먼트,2018-03-14,한국,멜로/로맨스,12세이상관람가,상업영화,일반영화,131분 58초,소지섭(우진),손예진(수아),김지환(지호),35,130,22580
2595625,위험한 상견례,김진영,롯데쇼핑㈜롯데엔터테인먼트,2011-03-31,한국,코미디,12세이상관람가,상업영화,일반영화,118분 0초,송새벽,이시영,백윤식,333,2095,137323
2594028,아수라,김성수,씨제이이앤엠(주),2016-09-28,한국,범죄,청소년관람불가,상업영화,일반영화,132분 21초,정우성(한도경),황정민(박성배),주지훈(문선모),44,122,24846
2571491,보안관,김형주,롯데쇼핑㈜롯데엔터테인먼트,2017-05-03,한국,범죄,15세이상관람가,상업영화,일반영화,115분 8초,이성민(대호),조진웅(종진),김성균(덕만),31,123,22154
2564340,기술자들,김홍선,롯데쇼핑㈜롯데엔터테인먼트,2014-12-24,한국,범죄,15세이상관람가,상업영화,일반영화,116분 24초,김우빈,김영철(조 사장),고창석,477,1409,63883
2539114,퍼시픽 림,길예르모 델 토로,워너브러더스 코리아(주),2013-07-11,미국,액션,12세이상관람가,상업영화,일반영화,131분 17초,찰리 허냄(롤리 안트로버스 ),론 펄먼(한니발 펜테코스트 ),이드리스 엘바(스탁커 펜테코스트 ),4,7,2085
2532306,엑스맨: 퍼스트 클래스,매튜 본,이십세기폭스코리아(주),2011-06-02,미국,액션,12세이상관람가,상업영화,일반영화,132분 0초,로즈 번(닥터 모이라 맥타거트 ),재뉴어리 존스(엠마 프로스트 ),마이클 패스벤더(에릭 렌셔 / 매그네토 ),347,801,27764
2532051,정글북,존 파브로,월트디즈니컴퍼니코리아(주),2016-06-09,미국,어드벤처,12세이상관람가,상업영화,일반영화,105분 40초,닐 세티,빌 머레이,스칼렛 요한슨,5,24,6872
2517805,마이펫의 이중생활,크리스 리노드,유니버설픽쳐스인터내셔널 코리아(유),2016-08-03,미국,애니메이션,전체관람가,상업영화,일반영화,90분 44초,스티브 쿠건,엘리 켐퍼,레이크 벨,11,16,3370
2512572,조작된 도시,박광현,씨제이이앤엠(주),2017-02-09,한국,범죄,15세이상관람가,상업영화,일반영화,126분 0초,지창욱(권유),심은경(여울),안재홍(데몰리션),34,98,18203
2471721,반창꼬,정기훈,(주)넥스트엔터테인먼트월드(NEW),2012-12-19,한국,멜로/로맨스,15세이상관람가,상업영화,일반영화,120분 0초,고수(강일),한효주(미수),마동석(대장),265,829,62365
2450023,보스 베이비,톰 맥그라스,씨제이이앤엠(주),2017-05-03,미국,애니메이션,전체관람가,상업영화,일반영화,97분 28초,알렉 볼드윈,리사 쿠드로,스티브 부세미,4,9,2222
2435211,화차,변영주,필라멘트픽쳐스,2012-03-08,한국,미스터리,15세이상관람가,상업영화,일반영화,117분 0초,이선균(문호 ),김민희(선영),조성하(종근 ),13,36,6386
2434099,이웃사람,김휘,롯데쇼핑㈜롯데엔터테인먼트,2012-08-22,한국,스릴러,청소년관람불가,상업영화,일반영화,110분 0초,김윤진(송경희),마동석,천호진,25,40,8131
2424387,조선명탐정: 흡혈괴마의 비밀,김석윤,(주)쇼박스,2018-02-08,한국,사극,12세이상관람가,상업영화,일반영화,119분 37초,김명민,오달수,김지원,72,202,35646
2420729,재심,김태윤,"오퍼스픽쳐스,CGV아트하우스",2017-02-15,한국,드라마,15세이상관람가,상업영화,일반영화,118분 54초,정우,강하늘,김해숙,15,63,13133
2393086,의뢰인,손영성,(주)쇼박스,2011-09-29,한국,스릴러,15세이상관람가,상업영화,일반영화,123분 0초,박희순,장혁,하정우,224,788,77796
2391963,화이: 괴물을 삼킨 아이,장준환,(주)쇼박스,2013-10-09,한국,액션,청소년관람불가,상업영화,일반영화,125분 11초,여진구(화이),김윤석(석태),조진웅,8,31,7632
2376145,007 스카이폴,샘 멘데스,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2012-10-26,미국,액션,15세이상관람가,상업영화,일반영화,143분 0초,다니엘 크레이그,하비에르 바르뎀,주디 덴치,2,4,987
2363955,가문의 영광4 - 가문의 수난,정태원,(주)넥스트엔터테인먼트월드(NEW),2011-09-07,한국,코미디,15세이상관람가,상업영화,일반영화,103분 0초,김수미,신현준,임형준,228,819,85209
2362906,블라인드,안상훈,(주)넥스트엔터테인먼트월드(NEW),2011-08-10,한국,스릴러,청소년관람불가,상업영화,일반영화,111분 0초,김하늘(수아),유승호(권기서),조희봉(조형사 ),91,325,33848
2359174,박열,이준익,메가박스중앙(주)플러스엠,2017-06-28,한국,드라마,12세이상관람가,상업영화,일반영화,128분 30초,이제훈,최희서,김인우,29,119,19175
2315882,스파이,폴 페이그,이십세기폭스코리아(주),2015-05-21,미국,액션,15세이상관람가,상업영화,일반영화,121분 36초,주드 로,제이슨 스타뎀,멜리사 맥카시,69,136,13198
2310054,모아나,"론 클레멘츠,존 머스커",월트디즈니컴퍼니코리아 유한책임회사,2017-01-12,미국,애니메이션,전체관람가,상업영화,일반영화,113분 29초,드웨인 존슨(마우이 목소리 역),아우이 크라발호(모아나 목소리 역),알란 터딕,16,23,5083
2308596,테이큰 2,올리비에 메가턴,이십세기폭스코리아(주),2012-09-27,프랑스,액션,청소년관람불가,상업영화,일반영화,92분 0초,리암 니슨,매기 그레이스,팜키 얀센,11,12,2604
2299751,메이즈 러너: 데스 큐어,웨스 볼,이십세기폭스코리아(주),2018-01-17,미국,액션,12세이상관람가,상업영화,일반영화,142분 41초,딜런 오브라이언,토마스 생스터,카야 스코델라리오,21,26,4961
2282744,호빗: 스마우그의 폐허,피터 잭슨,워너브러더스 코리아(주),2013-12-12,미국,어드벤처,12세이상관람가,상업영화,일반영화,161분 4초,마틴 프리먼,베네딕트 컴버배치,케이트 블란쳇,3,3,798
